hpRemaining
BEST;controllers.RoombaController;31.4
WORST;controllers.PathfindingController;3.3
monstersKilled
BEST;controllers.RandomController;5.8
WORST;controllers.RoombaController;1.0
treasuresCollected
BEST;controllers.RandomController;3.2
WORST;controllers.RoombaController;1.0
potionsDrunk
BEST;controllers.RandomController;1.5
WORST;controllers.RoombaController;0.0
WORST;controllers.PathfindingController;0.0
actionsTaken
BEST;controllers.RoombaController;300.0
WORST;controllers.PathfindingController;20.2
tilesExplored
BEST;controllers.RandomController;39.7
WORST;controllers.RoombaController;7.0
---------------------------------------
timesCompleted
controllers.RandomController;2.0
controllers.ZombieController;1.0
controllers.RoombaController;0.0
controllers.PathfindingController;7.0
controllers.MCTSController;2.0
controllers.QLearningController;0.0
timesDied
controllers.RandomController;8.0
controllers.ZombieController;2.0
controllers.RoombaController;0.0
controllers.PathfindingController;3.0
controllers.MCTSController;0.0
controllers.QLearningController;3.0
timesUncompleted
controllers.RandomController;0.0
controllers.ZombieController;7.0
controllers.RoombaController;10.0
controllers.PathfindingController;0.0
controllers.MCTSController;8.0
controllers.QLearningController;7.0
---------------------------------------
hpRemaining
controllers.RandomController;0.0;0.0;0.0;0.0;12.0;0.0;26.0;0.0;0.0;0.0
controllers.ZombieController;8.0;9.0;28.0;0.0;16.0;13.0;16.0;7.0;7.0;0.0
controllers.RoombaController;32.0;33.0;35.0;29.0;34.0;34.0;31.0;33.0;27.0;26.0
controllers.PathfindingController;0.0;2.0;5.0;1.0;10.0;4.0;9.0;2.0;0.0;0.0
controllers.MCTSController;19.0;19.0;18.0;17.0;15.0;18.0;18.0;30.0;13.0;15.0
controllers.QLearningController;8.0;6.0;15.0;0.0;21.0;13.0;19.0;20.0;0.0;0.0
monstersKilled
controllers.RandomController;4.0;6.0;7.0;5.0;8.0;5.0;7.0;6.0;4.0;6.0
controllers.ZombieController;4.0;4.0;3.0;4.0;4.0;5.0;7.0;5.0;4.0;5.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.PathfindingController;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
controllers.MCTSController;3.0;3.0;4.0;3.0;5.0;4.0;6.0;3.0;2.0;4.0
controllers.QLearningController;4.0;6.0;6.0;4.0;5.0;5.0;4.0;4.0;5.0;5.0
treasuresCollected
controllers.RandomController;1.0;2.0;4.0;2.0;7.0;4.0;5.0;3.0;1.0;3.0
controllers.ZombieController;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.PathfindingController;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0
controllers.MCTSController;2.0;2.0;3.0;2.0;3.0;3.0;3.0;2.0;1.0;2.0
controllers.QLearningController;3.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;4.0;3.0
potionsDrunk
controllers.RandomController;0.0;1.0;2.0;1.0;4.0;1.0;4.0;1.0;0.0;1.0
controllers.ZombieController;1.0;1.0;1.0;0.0;1.0;1.0;3.0;1.0;1.0;0.0
controllers.RoombaController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.MCTSController;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0
controllers.QLearningController;1.0;2.0;3.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0
actionsTaken
controllers.RandomController;28.0;54.0;166.0;78.0;274.0;104.0;296.0;40.0;21.0;80.0
controllers.ZombieController;300.0;300.0;300.0;61.0;300.0;300.0;156.0;300.0;300.0;100.0
controllers.RoombaController;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0
controllers.PathfindingController;16.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;16.0;16.0
controllers.MCTSController;300.0;300.0;300.0;300.0;178.0;300.0;156.0;300.0;300.0;300.0
controllers.QLearningController;300.0;300.0;300.0;61.0;300.0;300.0;300.0;300.0;110.0;136.0
tilesExplored
controllers.RandomController;21.0;33.0;44.0;20.0;86.0;45.0;69.0;32.0;15.0;32.0
controllers.ZombieController;18.0;19.0;14.0;14.0;19.0;27.0;32.0;33.0;23.0;31.0
controllers.RoombaController;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
controllers.PathfindingController;17.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;17.0;17.0
controllers.MCTSController;14.0;14.0;22.0;13.0;33.0;21.0;38.0;11.0;9.0;16.0
controllers.QLearningController;27.0;34.0;44.0;12.0;27.0;23.0;35.0;18.0;37.0;26.0
---------------------------------------

