hpRemaining
BEST;controllers.MCTSController;39.0
WORST;controllers.RandomController;4.6
monstersKilled
BEST;controllers.RandomController;5.0
WORST;controllers.MCTSController;0.9
treasuresCollected
BEST;controllers.RandomController;2.6
WORST;controllers.RoombaController;0.0
WORST;controllers.PathfindingController;0.0
potionsDrunk
BEST;controllers.RandomController;2.2
BEST;controllers.QLearningController;2.2
WORST;controllers.PathfindingController;0.0
actionsTaken
BEST;controllers.RoombaController;300.0
BEST;controllers.MCTSController;300.0
WORST;controllers.PathfindingController;22.0
tilesExplored
BEST;controllers.RandomController;46.6
WORST;controllers.RoombaController;10.0
---------------------------------------
timesCompleted
controllers.RandomController;2.0
controllers.ZombieController;0.0
controllers.RoombaController;0.0
controllers.PathfindingController;10.0
controllers.MCTSController;0.0
controllers.QLearningController;0.0
timesDied
controllers.RandomController;7.0
controllers.ZombieController;1.0
controllers.RoombaController;0.0
controllers.PathfindingController;0.0
controllers.MCTSController;0.0
controllers.QLearningController;2.0
timesUncompleted
controllers.RandomController;1.0
controllers.ZombieController;9.0
controllers.RoombaController;10.0
controllers.PathfindingController;0.0
controllers.MCTSController;10.0
controllers.QLearningController;8.0
---------------------------------------
hpRemaining
controllers.RandomController;18.0;0.0;12.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0
controllers.ZombieController;32.0;26.0;19.0;27.0;40.0;40.0;0.0;33.0;27.0;27.0
controllers.RoombaController;32.0;26.0;33.0;28.0;35.0;35.0;26.0;33.0;27.0;31.0
controllers.PathfindingController;19.0;10.0;10.0;7.0;12.0;12.0;5.0;12.0;9.0;20.0
controllers.MCTSController;40.0;40.0;30.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0
controllers.QLearningController;0.0;23.0;40.0;36.0;40.0;2.0;38.0;0.0;26.0;37.0
monstersKilled
controllers.RandomController;5.0;3.0;4.0;4.0;6.0;7.0;6.0;5.0;4.0;6.0
controllers.ZombieController;1.0;1.0;4.0;3.0;2.0;1.0;5.0;2.0;3.0;3.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.PathfindingController;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
controllers.MCTSController;0.0;0.0;3.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0
controllers.QLearningController;5.0;2.0;2.0;2.0;2.0;6.0;2.0;4.0;3.0;3.0
treasuresCollected
controllers.RandomController;4.0;1.0;4.0;1.0;4.0;6.0;1.0;2.0;1.0;2.0
controllers.ZombieController;0.0;0.0;2.0;1.0;2.0;1.0;0.0;4.0;2.0;3.0
controllers.RoombaController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.MCTSController;0.0;0.0;4.0;0.0;4.0;4.0;0.0;3.0;0.0;0.0
controllers.QLearningController;0.0;2.0;1.0;4.0;2.0;2.0;3.0;1.0;3.0;2.0
potionsDrunk
controllers.RandomController;3.0;1.0;2.0;1.0;2.0;4.0;3.0;3.0;1.0;2.0
controllers.ZombieController;1.0;1.0;2.0;3.0;3.0;2.0;1.0;2.0;3.0;2.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.MCTSController;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0
controllers.QLearningController;1.0;2.0;3.0;3.0;2.0;2.0;3.0;1.0;2.0;3.0
actionsTaken
controllers.RandomController;230.0;70.0;134.0;117.0;128.0;300.0;109.0;155.0;45.0;65.0
controllers.ZombieController;300.0;300.0;300.0;300.0;300.0;300.0;154.0;300.0;300.0;300.0
controllers.RoombaController;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0
controllers.PathfindingController;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0
controllers.MCTSController;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0
controllers.QLearningController;239.0;300.0;300.0;300.0;300.0;300.0;300.0;199.0;300.0;300.0
tilesExplored
controllers.RandomController;62.0;21.0;58.0;27.0;49.0;74.0;55.0;52.0;26.0;42.0
controllers.ZombieController;11.0;10.0;44.0;36.0;41.0;35.0;29.0;47.0;43.0;38.0
controllers.RoombaController;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
controllers.PathfindingController;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
controllers.MCTSController;7.0;7.0;34.0;6.0;40.0;43.0;7.0;33.0;6.0;7.0
controllers.QLearningController;32.0;38.0;43.0;47.0;30.0;53.0;46.0;30.0;45.0;43.0
---------------------------------------

